developer-friendly name,VARIABLE NAME
2_yr_bb_pp_repayment.non_male.fullypaid,BBRR2_PP_NOMALE_PAIDINFULL
2_yr_bb_pp_repayment.non_male.discharge,BBRR2_PP_NOMALE_DISCHARGE
3_yr_bb_fed_repayment.ug.count,BBRR3_FED_UG_N
3_yr_bb_fed_repayment.ug.default,BBRR3_FED_UG_DFLT
3_yr_bb_fed_repayment.ug.delinquent,BBRR3_FED_UG_DLNQ
3_yr_bb_fed_repayment.ug.forbearance,BBRR3_FED_UG_FBR
3_yr_bb_fed_repayment.ug.deferment,BBRR3_FED_UG_DFR
3_yr_bb_fed_repayment.ug.noprogress,BBRR3_FED_UG_NOPROG
3_yr_bb_fed_repayment.ug.makingprogress,BBRR3_FED_UG_MAKEPROG
3_yr_bb_fed_repayment.ug.fullypaid,BBRR3_FED_UG_PAIDINFULL
3_yr_bb_fed_repayment.ug.discharge,BBRR3_FED_UG_DISCHARGE
3_yr_bb_fed_repayment.ugcomp.count,BBRR3_FED_UGCOMP_N
3_yr_bb_fed_repayment.ugcomp.default,BBRR3_FED_UGCOMP_DFLT
3_yr_bb_fed_repayment.ugcomp.delinquent,BBRR3_FED_UGCOMP_DLNQ
3_yr_bb_fed_repayment.ugcomp.forbearance,BBRR3_FED_UGCOMP_FBR
3_yr_bb_fed_repayment.ugcomp.deferment,BBRR3_FED_UGCOMP_DFR
3_yr_bb_fed_repayment.ugcomp.noprogress,BBRR3_FED_UGCOMP_NOPROG
3_yr_bb_fed_repayment.ugcomp.makingprogress,BBRR3_FED_UGCOMP_MAKEPROG
3_yr_bb_fed_repayment.ugcomp.fullypaid,BBRR3_FED_UGCOMP_PAIDINFULL
3_yr_bb_fed_repayment.ugcomp.discharge,BBRR3_FED_UGCOMP_DISCHARGE
3_yr_bb_fed_repayment.ugnocomp.count,BBRR3_FED_UGNOCOMP_N
3_yr_bb_fed_repayment.ugnocomp.default,BBRR3_FED_UGNOCOMP_DFLT
3_yr_bb_fed_repayment.ugnocomp.delinquent,BBRR3_FED_UGNOCOMP_DLNQ
3_yr_bb_fed_repayment.ugnocomp.forbearance,BBRR3_FED_UGNOCOMP_FBR
3_yr_bb_fed_repayment.ugnocomp.deferment,BBRR3_FED_UGNOCOMP_DFR
3_yr_bb_fed_repayment.ugnocomp.noprogress,BBRR3_FED_UGNOCOMP_NOPROG
3_yr_bb_fed_repayment.ugnocomp.makingprogress,BBRR3_FED_UGNOCOMP_MAKEPROG
3_yr_bb_fed_repayment.ugnocomp.fullypaid,BBRR3_FED_UGNOCOMP_PAIDINFULL
3_yr_bb_fed_repayment.ugnocomp.discharge,BBRR3_FED_UGNOCOMP_DISCHARGE
3_yr_bb_fed_repayment.ugunkcomp.count,BBRR3_FED_UGUNK_N
3_yr_bb_fed_repayment.ugunkcomp.default,BBRR3_FED_UGUNK_DFLT
3_yr_bb_fed_repayment.ugunkcomp.delinquent,BBRR3_FED_UGUNK_DLNQ
3_yr_bb_fed_repayment.ugunkcomp.forbearance,BBRR3_FED_UGUNK_FBR
3_yr_bb_fed_repayment.ugunkcomp.deferment,BBRR3_FED_UGUNK_DFR
3_yr_bb_fed_repayment.ugunkcomp.noprogress,BBRR3_FED_UGUNK_NOPROG
3_yr_bb_fed_repayment.ugunkcomp.makingprogress,BBRR3_FED_UGUNK_MAKEPROG
3_yr_bb_fed_repayment.ugunkcomp.fullypaid,BBRR3_FED_UGUNK_PAIDINFULL
3_yr_bb_fed_repayment.ugunkcomp.discharge,BBRR3_FED_UGUNK_DISCHARGE
3_yr_bb_fed_repayment.gr.count,BBRR3_FED_GR_N
3_yr_bb_fed_repayment.gr.default,BBRR3_FED_GR_DFLT
3_yr_bb_fed_repayment.gr.delinquent,BBRR3_FED_GR_DLNQ
3_yr_bb_fed_repayment.gr.forbearance,BBRR3_FED_GR_FBR
3_yr_bb_fed_repayment.gr.deferment,BBRR3_FED_GR_DFR
3_yr_bb_fed_repayment.gr.noprogress,BBRR3_FED_GR_NOPROG
3_yr_bb_fed_repayment.gr.makingprogress,BBRR3_FED_GR_MAKEPROG
3_yr_bb_fed_repayment.gr.fullypaid,BBRR3_FED_GR_PAIDINFULL
3_yr_bb_fed_repayment.gr.discharge,BBRR3_FED_GR_DISCHARGE
3_yr_bb_fed_repayment.grcomp.count,BBRR3_FED_GRCOMP_N
3_yr_bb_fed_repayment.grcomp.default,BBRR3_FED_GRCOMP_DFLT
3_yr_bb_fed_repayment.grcomp.delinquent,BBRR3_FED_GRCOMP_DLNQ
3_yr_bb_fed_repayment.grcomp.forbearance,BBRR3_FED_GRCOMP_FBR
3_yr_bb_fed_repayment.grcomp.deferment,BBRR3_FED_GRCOMP_DFR
3_yr_bb_fed_repayment.grcomp.noprogress,BBRR3_FED_GRCOMP_NOPROG
3_yr_bb_fed_repayment.grcomp.makingprogress,BBRR3_FED_GRCOMP_MAKEPROG
3_yr_bb_fed_repayment.grcomp.fullypaid,BBRR3_FED_GRCOMP_PAIDINFULL
3_yr_bb_fed_repayment.grcomp.discharge,BBRR3_FED_GRCOMP_DISCHARGE
3_yr_bb_fed_repayment.grnocomp.count,BBRR3_FED_GRNOCOMP_N
3_yr_bb_fed_repayment.grnocomp.default,BBRR3_FED_GRNOCOMP_DFLT
3_yr_bb_fed_repayment.grnocomp.delinquent,BBRR3_FED_GRNOCOMP_DLNQ
3_yr_bb_fed_repayment.grnocomp.forbearance,BBRR3_FED_GRNOCOMP_FBR
3_yr_bb_fed_repayment.grnocomp.deferment,BBRR3_FED_GRNOCOMP_DFR
3_yr_bb_fed_repayment.grnocomp.noprogress,BBRR3_FED_GRNOCOMP_NOPROG
3_yr_bb_fed_repayment.grnocomp.makingprogress,BBRR3_FED_GRNOCOMP_MAKEPROG
3_yr_bb_fed_repayment.grnocomp.fullypaid,BBRR3_FED_GRNOCOMP_PAIDINFULL
3_yr_bb_fed_repayment.grnocomp.discharge,BBRR3_FED_GRNOCOMP_DISCHARGE
3_yr_bb_pp_repayment.ug.count,BBRR3_PP_UG_N
3_yr_bb_pp_repayment.ug.default,BBRR3_PP_UG_DFLT
3_yr_bb_pp_repayment.ug.delinquent,BBRR3_PP_UG_DLNQ
3_yr_bb_pp_repayment.ug.forbearance,BBRR3_PP_UG_FBR
3_yr_bb_pp_repayment.ug.deferment,BBRR3_PP_UG_DFR
3_yr_bb_pp_repayment.ug.noprogress,BBRR3_PP_UG_NOPROG
3_yr_bb_pp_repayment.ug.makingprogress,BBRR3_PP_UG_MAKEPROG
3_yr_bb_pp_repayment.ug.fullypaid,BBRR3_PP_UG_PAIDINFULL
3_yr_bb_pp_repayment.ug.discharge,BBRR3_PP_UG_DISCHARGE
3_yr_bb_pp_repayment.ugcomp.count,BBRR3_PP_UGCOMP_N
3_yr_bb_pp_repayment.ugcomp.default,BBRR3_PP_UGCOMP_DFLT
3_yr_bb_pp_repayment.ugcomp.delinquent,BBRR3_PP_UGCOMP_DLNQ
3_yr_bb_pp_repayment.ugcomp.forbearance,BBRR3_PP_UGCOMP_FBR
3_yr_bb_pp_repayment.ugcomp.deferment,BBRR3_PP_UGCOMP_DFR
3_yr_bb_pp_repayment.ugcomp.noprogress,BBRR3_PP_UGCOMP_NOPROG
3_yr_bb_pp_repayment.ugcomp.makingprogress,BBRR3_PP_UGCOMP_MAKEPROG
3_yr_bb_pp_repayment.ugcomp.fullypaid,BBRR3_PP_UGCOMP_PAIDINFULL
3_yr_bb_pp_repayment.ugcomp.discharge,BBRR3_PP_UGCOMP_DISCHARGE
3_yr_bb_pp_repayment.ugnoncomp.count,BBRR3_PP_UGNOCOMP_N
3_yr_bb_pp_repayment.ugnoncomp.default,BBRR3_PP_UGNOCOMP_DFLT
3_yr_bb_pp_repayment.ugnoncomp.delinquent,BBRR3_PP_UGNOCOMP_DLNQ
3_yr_bb_pp_repayment.ugnoncomp.forbearance,BBRR3_PP_UGNOCOMP_FBR
3_yr_bb_pp_repayment.ugnoncomp.deferment,BBRR3_PP_UGNOCOMP_DFR
3_yr_bb_pp_repayment.ugnoncomp.noprogress,BBRR3_PP_UGNOCOMP_NOPROG
3_yr_bb_pp_repayment.ugnoncomp.makingprogress,BBRR3_PP_UGNOCOMP_MAKEPROG
3_yr_bb_pp_repayment.ugnoncomp.fullypaid,BBRR3_PP_UGNOCOMP_PAIDINFULL
3_yr_bb_pp_repayment.ugnoncomp.discharge,BBRR3_PP_UGNOCOMP_DISCHARGE
3_yr_bb_pp_repayment.ugunkcomp.count,BBRR3_PP_UGUNK_N
3_yr_bb_pp_repayment.ugunkcomp.default,BBRR3_PP_UGUNK_DFLT
3_yr_bb_pp_repayment.ugunkcomp.delinquent,BBRR3_PP_UGUNK_DLNQ
3_yr_bb_pp_repayment.ugunkcomp.forbearance,BBRR3_PP_UGUNK_FBR
3_yr_bb_pp_repayment.ugunkcomp.deferment,BBRR3_PP_UGUNK_DFR
3_yr_bb_pp_repayment.ugunkcomp.noprogress,BBRR3_PP_UGUNK_NOPROG
3_yr_bb_pp_repayment.ugunkcomp.makingprogress,BBRR3_PP_UGUNK_MAKEPROG
3_yr_bb_pp_repayment.ugunkcomp.fullypaid,BBRR3_PP_UGUNK_PAIDINFULL
3_yr_bb_pp_repayment.ugunkcomp.discharge,BBRR3_PP_UGUNK_DISCHARGE
3_yr_bb_fed_repayment.independent.count,BBRR3_FED_IND_N
3_yr_bb_fed_repayment.independent.default,BBRR3_FED_IND_DFLT
3_yr_bb_fed_repayment.independent.delinquent,BBRR3_FED_IND_DLNQ
3_yr_bb_fed_repayment.independent.forbearance,BBRR3_FED_IND_FBR
3_yr_bb_fed_repayment.independent.deferment,BBRR3_FED_IND_DFR
3_yr_bb_fed_repayment.independent.noprogress,BBRR3_FED_IND_NOPROG
3_yr_bb_fed_repayment.independent.makingprogress,BBRR3_FED_IND_MAKEPROG
3_yr_bb_fed_repayment.independent.fullypaid,BBRR3_FED_IND_PAIDINFULL
3_yr_bb_fed_repayment.independent.discharge,BBRR3_FED_IND_DISCHARGE
3_yr_bb_fed_repayment.dependent.count,BBRR3_FED_DEP_N
3_yr_bb_fed_repayment.dependent.default,BBRR3_FED_DEP_DFLT
3_yr_bb_fed_repayment.dependent.delinquent,BBRR3_FED_DEP_DLNQ
3_yr_bb_fed_repayment.dependent.forbearance,BBRR3_FED_DEP_FBR
3_yr_bb_fed_repayment.dependent.deferment,BBRR3_FED_DEP_DFR
3_yr_bb_fed_repayment.dependent.noprogress,BBRR3_FED_DEP_NOPROG
3_yr_bb_fed_repayment.dependent.makingprogress,BBRR3_FED_DEP_MAKEPROG
3_yr_bb_fed_repayment.dependent.fullypaid,BBRR3_FED_DEP_PAIDINFULL
3_yr_bb_fed_repayment.dependent.discharge,BBRR3_FED_DEP_DISCHARGE
3_yr_bb_fed_repayment.pell.count,BBRR3_FED_PELL_N
3_yr_bb_fed_repayment.pell.default,BBRR3_FED_PELL_DFLT
3_yr_bb_fed_repayment.pell.delinquent,BBRR3_FED_PELL_DLNQ
3_yr_bb_fed_repayment.pell.forbearance,BBRR3_FED_PELL_FBR
3_yr_bb_fed_repayment.pell.deferment,BBRR3_FED_PELL_DFR
3_yr_bb_fed_repayment.pell.noprogress,BBRR3_FED_PELL_NOPROG
3_yr_bb_fed_repayment.pell.makingprogress,BBRR3_FED_PELL_MAKEPROG
3_yr_bb_fed_repayment.pell.fullypaid,BBRR3_FED_PELL_PAIDINFULL
3_yr_bb_fed_repayment.pell.discharge,BBRR3_FED_PELL_DISCHARGE
3_yr_bb_fed_repayment.non_pell.count,BBRR3_FED_NOPELL_N
3_yr_bb_fed_repayment.non_pell.default,BBRR3_FED_NOPELL_DFLT
3_yr_bb_fed_repayment.non_pell.delinquent,BBRR3_FED_NOPELL_DLNQ
3_yr_bb_fed_repayment.non_pell.forbearance,BBRR3_FED_NOPELL_FBR
3_yr_bb_fed_repayment.non_pell.deferment,BBRR3_FED_NOPELL_DFR
3_yr_bb_fed_repayment.non_pell.noprogress,BBRR3_FED_NOPELL_NOPROG
3_yr_bb_fed_repayment.non_pell.makingprogress,BBRR3_FED_NOPELL_MAKEPROG
3_yr_bb_fed_repayment.non_pell.fullypaid,BBRR3_FED_NOPELL_PAIDINFULL
3_yr_bb_fed_repayment.non_pell.discharge,BBRR3_FED_NOPELL_DISCHARGE
3_yr_bb_fed_repayment.male.count,BBRR3_FED_MALE_N
3_yr_bb_fed_repayment.male.default,BBRR3_FED_MALE_DFLT
3_yr_bb_fed_repayment.male.delinquent,BBRR3_FED_MALE_DLNQ
3_yr_bb_fed_repayment.male.forbearance,BBRR3_FED_MALE_FBR
3_yr_bb_fed_repayment.male.deferment,BBRR3_FED_MALE_DFR
3_yr_bb_fed_repayment.male.noprogress,BBRR3_FED_MALE_NOPROG
3_yr_bb_fed_repayment.male.makingprogress,BBRR3_FED_MALE_MAKEPROG
3_yr_bb_fed_repayment.male.fullypaid,BBRR3_FED_MALE_PAIDINFULL
3_yr_bb_fed_repayment.male.discharge,BBRR3_FED_MALE_DISCHARGE
3_yr_bb_fed_repayment.non_male.count,BBRR3_FED_NOMALE_N
3_yr_bb_fed_repayment.non_male.default,BBRR3_FED_NOMALE_DFLT
3_yr_bb_fed_repayment.non_male.delinquent,BBRR3_FED_NOMALE_DLNQ
3_yr_bb_fed_repayment.non_male.forbearance,BBRR3_FED_NOMALE_FBR
3_yr_bb_fed_repayment.non_male.deferment,BBRR3_FED_NOMALE_DFR
3_yr_bb_fed_repayment.non_male.noprogress,BBRR3_FED_NOMALE_NOPROG
3_yr_bb_fed_repayment.non_male.makingprogress,BBRR3_FED_NOMALE_MAKEPROG
3_yr_bb_fed_repayment.non_male.fullypaid,BBRR3_FED_NOMALE_PAIDINFULL
3_yr_bb_fed_repayment.non_male.discharge,BBRR3_FED_NOMALE_DISCHARGE
3_yr_bb_pp_repayment.independent.count,BBRR3_PP_IND_N
3_yr_bb_pp_repayment.independent.default,BBRR3_PP_IND_DFLT
3_yr_bb_pp_repayment.independent.delinquent,BBRR3_PP_IND_DLNQ
3_yr_bb_pp_repayment.independent.forbearance,BBRR3_PP_IND_FBR
3_yr_bb_pp_repayment.independent.deferment,BBRR3_PP_IND_DFR
3_yr_bb_pp_repayment.independent.noprogress,BBRR3_PP_IND_NOPROG
3_yr_bb_pp_repayment.independent.makingprogress,BBRR3_PP_IND_MAKEPROG
3_yr_bb_pp_repayment.independent.fullypaid,BBRR3_PP_IND_PAIDINFULL
3_yr_bb_pp_repayment.independent.discharge,BBRR3_PP_IND_DISCHARGE
3_yr_bb_pp_repayment.dependent.count,BBRR3_PP_DEP_N
3_yr_bb_pp_repayment.dependent.default,BBRR3_PP_DEP_DFLT
3_yr_bb_pp_repayment.dependent.delinquent,BBRR3_PP_DEP_DLNQ
3_yr_bb_pp_repayment.dependent.forbearance,BBRR3_PP_DEP_FBR
3_yr_bb_pp_repayment.dependent.deferment,BBRR3_PP_DEP_DFR
3_yr_bb_pp_repayment.dependent.noprogress,BBRR3_PP_DEP_NOPROG
3_yr_bb_pp_repayment.dependent.makingprogress,BBRR3_PP_DEP_MAKEPROG
3_yr_bb_pp_repayment.dependent.fullypaid,BBRR3_PP_DEP_PAIDINFULL
3_yr_bb_pp_repayment.dependent.discharge,BBRR3_PP_DEP_DISCHARGE
3_yr_bb_pp_repayment.pell.count,BBRR3_PP_PELL_N
3_yr_bb_pp_repayment.pell.default,BBRR3_PP_PELL_DFLT
3_yr_bb_pp_repayment.pell.delinquent,BBRR3_PP_PELL_DLNQ
3_yr_bb_pp_repayment.pell.forbearance,BBRR3_PP_PELL_FBR
3_yr_bb_pp_repayment.pell.deferment,BBRR3_PP_PELL_DFR
3_yr_bb_pp_repayment.pell.noprogress,BBRR3_PP_PELL_NOPROG
3_yr_bb_pp_repayment.pell.makingprogress,BBRR3_PP_PELL_MAKEPROG
3_yr_bb_pp_repayment.pell.fullypaid,BBRR3_PP_PELL_PAIDINFULL
3_yr_bb_pp_repayment.pell.discharge,BBRR3_PP_PELL_DISCHARGE
3_yr_bb_pp_repayment.non_pell.count,BBRR3_PP_NOPELL_N
3_yr_bb_pp_repayment.non_pell.default,BBRR3_PP_NOPELL_DFLT
3_yr_bb_pp_repayment.non_pell.delinquent,BBRR3_PP_NOPELL_DLNQ
3_yr_bb_pp_repayment.non_pell.forbearance,BBRR3_PP_NOPELL_FBR
3_yr_bb_pp_repayment.non_pell.deferment,BBRR3_PP_NOPELL_DFR
3_yr_bb_pp_repayment.non_pell.noprogress,BBRR3_PP_NOPELL_NOPROG
3_yr_bb_pp_repayment.non_pell.makingprogress,BBRR3_PP_NOPELL_MAKEPROG
3_yr_bb_pp_repayment.non_pell.fullypaid,BBRR3_PP_NOPELL_PAIDINFULL
3_yr_bb_pp_repayment.non_pell.discharge,BBRR3_PP_NOPELL_DISCHARGE
3_yr_bb_pp_repayment.male.count,BBRR3_PP_MALE_N
3_yr_bb_pp_repayment.male.default,BBRR3_PP_MALE_DFLT
3_yr_bb_pp_repayment.male.delinquent,BBRR3_PP_MALE_DLNQ
3_yr_bb_pp_repayment.male.forbearance,BBRR3_PP_MALE_FBR
3_yr_bb_pp_repayment.male.deferment,BBRR3_PP_MALE_DFR
3_yr_bb_pp_repayment.male.noprogress,BBRR3_PP_MALE_NOPROG
3_yr_bb_pp_repayment.male.makingprogress,BBRR3_PP_MALE_MAKEPROG
3_yr_bb_pp_repayment.male.fullypaid,BBRR3_PP_MALE_PAIDINFULL
3_yr_bb_pp_repayment.male.discharge,BBRR3_PP_MALE_DISCHARGE
3_yr_bb_pp_repayment.non_male.count,BBRR3_PP_NOMALE_N
3_yr_bb_pp_repayment.non_male.default,BBRR3_PP_NOMALE_DFLT
3_yr_bb_pp_repayment.non_male.delinquent,BBRR3_PP_NOMALE_DLNQ
3_yr_bb_pp_repayment.non_male.forbearance,BBRR3_PP_NOMALE_FBR
3_yr_bb_pp_repayment.non_male.deferment,BBRR3_PP_NOMALE_DFR
3_yr_bb_pp_repayment.non_male.noprogress,BBRR3_PP_NOMALE_NOPROG
3_yr_bb_pp_repayment.non_male.makingprogress,BBRR3_PP_NOMALE_MAKEPROG
3_yr_bb_pp_repayment.non_male.fullypaid,BBRR3_PP_NOMALE_PAIDINFULL
3_yr_bb_pp_repayment.non_male.discharge,BBRR3_PP_NOMALE_DISCHARGE
1_yr_after_completion.not_working_not_enrolled.overall_count,COUNT_NWNE_1YR
1_yr_after_completion.working_not_enrolled.overall_count,COUNT_WNE_1YR
1_yr_after_completion.overall_count_over_poverty_line,CNTOVER150_1YR
6_yrs_after_entry.gt_threshold,GT_THRESHOLD_P6
6_yrs_after_entry.gt_threshold_suppressed,GT_THRESHOLD_P6_SUPP
6_yrs_after_entry.median_earnings_lowest_tercile,MD_EARN_WNE_INC1_P6
6_yrs_after_entry.median_earnings_middle_tercile,MD_EARN_WNE_INC2_P6
6_yrs_after_entry.median_earnings_highest_tercile,MD_EARN_WNE_INC3_P6
6_yrs_after_entry.median_earnings_independent,MD_EARN_WNE_INDEP1_P6
6_yrs_after_entry.median_earnings_dependent,MD_EARN_WNE_INDEP0_P6
6_yrs_after_entry.median_earnings_non_male,MD_EARN_WNE_MALE0_P6
6_yrs_after_entry.median_earnings_male,MD_EARN_WNE_MALE1_P6
8_yrs_after_entry.gt_threshold,GT_THRESHOLD_P8
8_yrs_after_entry.working_not_enrolled_lowest_tercile,COUNT_WNE_INC1_P8
8_yrs_after_entry.median_earnings_lowest_tercile,MD_EARN_WNE_INC1_P8
8_yrs_after_entry.working_not_enrolled_middle_tercile,COUNT_WNE_INC2_P8
8_yrs_after_entry.median_earnings_middle_tercile,MD_EARN_WNE_INC2_P8
8_yrs_after_entry.working_not_enrolled_highest_tercile,COUNT_WNE_INC3_P8
8_yrs_after_entry.median_earnings_highest_tercile,MD_EARN_WNE_INC3_P8
8_yrs_after_entry.working_not_enrolled_independent,COUNT_WNE_INDEP1_P8
8_yrs_after_entry.median_earnings_independent,MD_EARN_WNE_INDEP1_P8
8_yrs_after_entry.working_not_enrolled_dependent,COUNT_WNE_INDEP0_P8
8_yrs_after_entry.median_earnings_dependent,MD_EARN_WNE_INDEP0_P8
8_yrs_after_entry.working_not_enrolled_non_male,COUNT_WNE_MALE0_P8
8_yrs_after_entry.median_earnings_non_male,MD_EARN_WNE_MALE0_P8
8_yrs_after_entry.working_not_enrolled_male,COUNT_WNE_MALE1_P8
8_yrs_after_entry.median_earnings_male,MD_EARN_WNE_MALE1_P8
10_yrs_after_entry.gt_threshold,GT_THRESHOLD_P10
10_yrs_after_entry.median_earnings.lowest_tercile,MD_EARN_WNE_INC1_P10
10_yrs_after_entry.median_earnings.middle_tercile,MD_EARN_WNE_INC2_P10
10_yrs_after_entry.median_earnings.highest_tercile,MD_EARN_WNE_INC3_P10
10_yrs_after_entry.median_earnings.independent_students,MD_EARN_WNE_INDEP1_P10
10_yrs_after_entry.median_earnings.dependent_students,MD_EARN_WNE_INDEP0_P10
10_yrs_after_entry.median_earnings.non_male_students,MD_EARN_WNE_MALE0_P10
10_yrs_after_entry.median_earnings.male_students,MD_EARN_WNE_MALE1_P10
demographics.student_faculty_ratio,STUFACR
demographics.faculty.race_ethnicity.two_or_more,IRPS_2MOR
demographics.faculty.race_ethnicity.aian,IRPS_AIAN
demographics.faculty.race_ethnicity.asian,IRPS_ASIAN
demographics.faculty.race_ethnicity.black,IRPS_BLACK
demographics.faculty.race_ethnicity.hispanic,IRPS_HISP
demographics.faculty.race_ethnicity.nhpi,IRPS_NHPI
demographics.faculty.race_ethnicity.non_resident_alien,IRPS_NRA
demographics.faculty.race_ethnicity.unknown,IRPS_UNKN
demographics.faculty.race_ethnicity.white,IRPS_WHITE
demographics.faculty.men,IRPS_WOMEN
demographics.faculty.women,IRPS_MEN
1_yr_after_completion.median,MD_EARN_WNE_1YR
1_yr_after_completion.overall_count_over_poverty_line,GT_THRESHOLD_1YR
4_yrs_after_completion.not_working_not_enrolled.overall_count,COUNT_NWNE_4YR
4_yrs_after_completion.working_not_enrolled.overall_count,COUNT_WNE_4YR
4_yrs_after_completion.median,MD_EARN_WNE_4YR
4_yrs_after_completion.overall_count_over_poverty_line,GT_THRESHOLD_4YR
4_yr_bb_fed_repayment.ug.count,BBRR4_FED_UG_N
4_yr_bb_fed_repayment.ug.default,BBRR4_FED_UG_DFLT
4_yr_bb_fed_repayment.ug.delinquent,BBRR4_FED_UG_DLNQ
4_yr_bb_fed_repayment.ug.forbearance,BBRR4_FED_UG_FBR
4_yr_bb_fed_repayment.ug.deferment,BBRR4_FED_UG_DFR
4_yr_bb_fed_repayment.ug.noprogress,BBRR4_FED_UG_NOPROG
4_yr_bb_fed_repayment.ug.makingprogress,BBRR4_FED_UG_MAKEPROG
4_yr_bb_fed_repayment.ug.fullypaid,BBRR4_FED_UG_PAIDINFULL
4_yr_bb_fed_repayment.ug.discharge,BBRR4_FED_UG_DISCHARGE
4_yr_bb_fed_repayment.ugcomp.count,BBRR4_FED_UGCOMP_N
4_yr_bb_fed_repayment.ugcomp.default,BBRR4_FED_UGCOMP_DFLT
4_yr_bb_fed_repayment.ugcomp.delinquent,BBRR4_FED_UGCOMP_DLNQ
4_yr_bb_fed_repayment.ugcomp.forbearance,BBRR4_FED_UGCOMP_FBR
4_yr_bb_fed_repayment.ugcomp.deferment,BBRR4_FED_UGCOMP_DFR
4_yr_bb_fed_repayment.ugcomp.noprogress,BBRR4_FED_UGCOMP_NOPROG
4_yr_bb_fed_repayment.ugcomp.makingprogress,BBRR4_FED_UGCOMP_MAKEPROG
4_yr_bb_fed_repayment.ugcomp.fullypaid,BBRR4_FED_UGCOMP_PAIDINFULL
4_yr_bb_fed_repayment.ugcomp.discharge,BBRR4_FED_UGCOMP_DISCHARGE
4_yr_bb_fed_repayment.ugnocomp.count,BBRR4_FED_UGNOCOMP_N
4_yr_bb_fed_repayment.ugnocomp.default,BBRR4_FED_UGNOCOMP_DFLT
4_yr_bb_fed_repayment.ugnocomp.delinquent,BBRR4_FED_UGNOCOMP_DLNQ
4_yr_bb_fed_repayment.ugnocomp.forbearance,BBRR4_FED_UGNOCOMP_FBR
4_yr_bb_fed_repayment.ugnocomp.deferment,BBRR4_FED_UGNOCOMP_DFR
4_yr_bb_fed_repayment.ugnocomp.noprogress,BBRR4_FED_UGNOCOMP_NOPROG
4_yr_bb_fed_repayment.ugnocomp.makingprogress,BBRR4_FED_UGNOCOMP_MAKEPROG
4_yr_bb_fed_repayment.ugnocomp.fullypaid,BBRR4_FED_UGNOCOMP_PAIDINFULL
4_yr_bb_fed_repayment.ugnocomp.discharge,BBRR4_FED_UGNOCOMP_DISCHARGE
4_yr_bb_fed_repayment.ugunkcomp.count,BBRR4_FED_UGUNK_N
4_yr_bb_fed_repayment.ugunkcomp.default,BBRR4_FED_UGUNK_DFLT
4_yr_bb_fed_repayment.ugunkcomp.delinquent,BBRR4_FED_UGUNK_DLNQ
4_yr_bb_fed_repayment.ugunkcomp.forbearance,BBRR4_FED_UGUNK_FBR
4_yr_bb_fed_repayment.ugunkcomp.deferment,BBRR4_FED_UGUNK_DFR
4_yr_bb_fed_repayment.ugunkcomp.noprogress,BBRR4_FED_UGUNK_NOPROG
4_yr_bb_fed_repayment.ugunkcomp.makingprogress,BBRR4_FED_UGUNK_MAKEPROG
4_yr_bb_fed_repayment.ugunkcomp.fullypaid,BBRR4_FED_UGUNK_PAIDINFULL
4_yr_bb_fed_repayment.ugunkcomp.discharge,BBRR4_FED_UGUNK_DISCHARGE
4_yr_bb_fed_repayment.gr.count,BBRR4_FED_GR_N
4_yr_bb_fed_repayment.gr.default,BBRR4_FED_GR_DFLT
4_yr_bb_fed_repayment.gr.delinquent,BBRR4_FED_GR_DLNQ
4_yr_bb_fed_repayment.gr.forbearance,BBRR4_FED_GR_FBR
4_yr_bb_fed_repayment.gr.deferment,BBRR4_FED_GR_DFR
4_yr_bb_fed_repayment.gr.noprogress,BBRR4_FED_GR_NOPROG
4_yr_bb_fed_repayment.gr.makingprogress,BBRR4_FED_GR_MAKEPROG
4_yr_bb_fed_repayment.gr.fullypaid,BBRR4_FED_GR_PAIDINFULL
4_yr_bb_fed_repayment.gr.discharge,BBRR4_FED_GR_DISCHARGE
4_yr_bb_fed_repayment.grcomp.count,BBRR4_FED_GRCOMP_N
4_yr_bb_fed_repayment.grcomp.default,BBRR4_FED_GRCOMP_DFLT
4_yr_bb_fed_repayment.grcomp.delinquent,BBRR4_FED_GRCOMP_DLNQ
4_yr_bb_fed_repayment.grcomp.forbearance,BBRR4_FED_GRCOMP_FBR
4_yr_bb_fed_repayment.grcomp.deferment,BBRR4_FED_GRCOMP_DFR
4_yr_bb_fed_repayment.grcomp.noprogress,BBRR4_FED_GRCOMP_NOPROG
4_yr_bb_fed_repayment.grcomp.makingprogress,BBRR4_FED_GRCOMP_MAKEPROG
4_yr_bb_fed_repayment.grcomp.fullypaid,BBRR4_FED_GRCOMP_PAIDINFULL
4_yr_bb_fed_repayment.grcomp.discharge,BBRR4_FED_GRCOMP_DISCHARGE
4_yr_bb_fed_repayment.grnocomp.count,BBRR4_FED_GRNOCOMP_N
4_yr_bb_fed_repayment.grnocomp.default,BBRR4_FED_GRNOCOMP_DFLT
4_yr_bb_fed_repayment.grnocomp.delinquent,BBRR4_FED_GRNOCOMP_DLNQ
4_yr_bb_fed_repayment.grnocomp.forbearance,BBRR4_FED_GRNOCOMP_FBR
4_yr_bb_fed_repayment.grnocomp.deferment,BBRR4_FED_GRNOCOMP_DFR
4_yr_bb_fed_repayment.grnocomp.noprogress,BBRR4_FED_GRNOCOMP_NOPROG
4_yr_bb_fed_repayment.grnocomp.makingprogress,BBRR4_FED_GRNOCOMP_MAKEPROG
